id,value
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,12
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.KIDNAPPING,3
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,23
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.MetalKnuckles,6
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.PEEKINGWITHINSTRUMENT,2
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.POSSESSIONOFCHILDPORNOGRAPHY,2
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.RESISTINGARREST,21
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,61
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.SEXUALASSAULT,199
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,3
OCSD.MissionViejo.DISTURBANCE,
OCSD.MissionViejo.DISTURBANCE.DISORDERLYCONDUCT-PROSTITUTION,1
OCSD.MissionViejo.DISTURBANCE.DISTURBANCE,5
OCSD.MissionViejo.DISTURBANCE.PEEKINGWHILELOITERING,1
OCSD.MissionViejo.DISTURBANCE.TRESPASSING,53
OCSD.MissionViejo.DISTURBANCE.URINATINGINPUBLIC,1
OCSD.MissionViejo.DRUGS/INTOXICATION,
OCSD.MissionViejo.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,185
OCSD.MissionViejo.DRUGS/INTOXICATION.DRUNKINPUBLIC,15
OCSD.MissionViejo.DRUGS/INTOXICATION.NARCOTICVIOLATION,209
OCSD.MissionViejo.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,139
OCSD.MissionViejo.DRUGS/INTOXICATION.OpenContainer,12
OCSD.MissionViejo.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,20
OCSD.MissionViejo.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,62
OCSD.MissionViejo.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,34
OCSD.MissionViejo.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,431
OCSD.MissionViejo.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,8
OCSD.MissionViejo.DRUGS/INTOXICATION.PossessionofMethamphetamine,245
OCSD.MissionViejo.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,5
OCSD.MissionViejo.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,29
OCSD.MissionViejo.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,2
OCSD.MissionViejo.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,5
OCSD.MissionViejo.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,14
OCSD.MissionViejo.PROPERTYDAMAGE,
OCSD.MissionViejo.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,1
OCSD.MissionViejo.PROPERTYDAMAGE.VANDALISMINPROGRESS,408
OCSD.MissionViejo.RESISTINGARREST,
OCSD.MissionViejo.RESISTINGARREST.RESISTINGARREST,12
OCSD.MissionViejo.THEFT/BURGLARY,
OCSD.MissionViejo.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,13
OCSD.MissionViejo.THEFT/BURGLARY.BURGLARYINPROGRESS,239
OCSD.MissionViejo.THEFT/BURGLARY.CHECKFRAUD,9
OCSD.MissionViejo.THEFT/BURGLARY.COUNTERFITGOODS,2
OCSD.MissionViejo.THEFT/BURGLARY.CRIMINALPROFITTEERING,3
OCSD.MissionViejo.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,13
OCSD.MissionViejo.THEFT/BURGLARY.EXTORTIONBYPOSINGASKIDNAPPER,1
OCSD.MissionViejo.THEFT/BURGLARY.ForgeryandCounterfeiting,3
OCSD.MissionViejo.THEFT/BURGLARY.FORGERYINPROGRESS,15
OCSD.MissionViejo.THEFT/BURGLARY.GRANDTHEFT,314
OCSD.MissionViejo.THEFT/BURGLARY.IDTHEFT,134
OCSD.MissionViejo.THEFT/BURGLARY.PETTYTHEFT,35
OCSD.MissionViejo.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,19
OCSD.MissionViejo.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,54
OCSD.MissionViejo.THEFT/BURGLARY.STOLENVEHICLE,4
OCSD.MissionViejo.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,28
OCSD.MissionViejo.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,161
OCSD.MissionViejo.THREATSAGAINSTPERSONS,
OCSD.MissionViejo.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,14
OCSD.MissionViejo.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,25
OCSD.MissionViejo.THREATSAGAINSTPERSONS.TERRORISTTHREATS,46
OCSD.NewportHarbor,
OCSD.NewportHarbor.CRIMESAGAINSTPERSONS,
OCSD.NewportHarbor.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,1
OCSD.NewportHarbor.CRIMESAGAINSTPERSONS.Assault/Battery,6
OCSD.NewportHarbor.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,5
OCSD.NewportHarbor.CRIMESAGAINSTPERSONS.SEXUALASSAULT,2
OCSD.NewportHarbor.DRUGS/INTOXICATION,
OCSD.NewportHarbor.DRUGS/INTOXICATION.NARCOTICVIOLATION,2
OCSD.NewportHarbor.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,1
OCSD.NewportHarbor.DRUGS/INTOXICATION.PossessionofMethamphetamine,1
OCSD.NewportHarbor.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,1
OCSD.NewportHarbor.PROPERTYDAMAGE,
OCSD.NewportHarbor.PROPERTYDAMAGE.VANDALISMINPROGRESS,1
OCSD.NewportHarbor.THEFT/BURGLARY,
OCSD.NewportHarbor.THEFT/BURGLARY.GRANDTHEFT,6
OCSD.NewportHarbor.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,2
OCSD.RanchoMissionViejo,
OCSD.RanchoMissionViejo.CRIMESAGAINSTPERSONS,
OCSD.RanchoMissionViejo.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,1
OCSD.RanchoMissionViejo.CRIMESAGAINSTPERSONS.Assault/Battery,3
OCSD.RanchoMissionViejo.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,7
OCSD.RanchoMissionViejo.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,1
OCSD.RanchoMissionViejo.CRIMESAGAINSTPERSONS.SEXUALASSAULT,5
OCSD.RanchoMissionViejo.DISTURBANCE,
OCSD.RanchoMissionViejo.DISTURBANCE.TRESPASSING,3
OCSD.RanchoMissionViejo.DRUGS/INTOXICATION,
OCSD.RanchoMissionViejo.DRUGS/INTOXICATION.DRUNKINPUBLIC,1
OCSD.RanchoMissionViejo.DRUGS/INTOXICATION.NARCOTICVIOLATION,2
OCSD.RanchoMissionViejo.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,1
OCSD.RanchoMissionViejo.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,5
OCSD.RanchoMissionViejo.DRUGS/INTOXICATION.PossessionofMethamphetamine,3
OCSD.RanchoMissionViejo.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,1
OCSD.RanchoMissionViejo.PROPERTYDAMAGE,
OCSD.RanchoMissionViejo.PROPERTYDAMAGE.VANDALISMINPROGRESS,10
OCSD.RanchoMissionViejo.THEFT/BURGLARY,
OCSD.RanchoMissionViejo.THEFT/BURGLARY.GRANDTHEFT,8
OCSD.RanchoMissionViejo.THEFT/BURGLARY.IDTHEFT,1
OCSD.RanchoMissionViejo.THEFT/BURGLARY.PETTYTHEFT,1
OCSD.RanchoMissionViejo.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,3
OCSD.RanchoMissionViejo.THREATSAGAINSTPERSONS,
OCSD.RanchoMissionViejo.THREATSAGAINSTPERSONS.TERRORISTTHREATS,1
OCSD.RanchoSantaMargirita,
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS,
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,1
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.Assault/Battery,5
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,22
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,1
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,1
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,3
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.MetalKnuckles,1
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.RESISTINGARREST,1
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,2
OCSD.RanchoSantaMargirita.CRIMESAGAINSTPERSONS.SEXUALASSAULT,8
OCSD.RanchoSantaMargirita.DISTURBANCE,
OCSD.RanchoSantaMargirita.DISTURBANCE.TRESPASSING,1
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION,
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,5
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.NARCOTICVIOLATION,7
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,4
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.OpenContainer,3
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,1
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,13
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.PossessionofMethamphetamine,10
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,1
OCSD.RanchoSantaMargirita.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,2
OCSD.RanchoSantaMargirita.PROPERTYDAMAGE,
OCSD.RanchoSantaMargirita.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,1
OCSD.RanchoSantaMargirita.PROPERTYDAMAGE.VANDALISMINPROGRESS,32
OCSD.RanchoSantaMargirita.THEFT/BURGLARY,
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,1
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.BURGLARYINPROGRESS,6
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.FORGERYINPROGRESS,2
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.GRANDTHEFT,35
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.IDTHEFT,15
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.PETTYTHEFT,3
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,3
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,3
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,2
OCSD.RanchoSantaMargirita.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,20
OCSD.RobinsonRanch,
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS,
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,4
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,25
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.Assault/Battery,71
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,4
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,2
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,251
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.ELDERLYABUSE,7
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,9
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,3
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.KIDNAPPING,2
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,11
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.MANSLAUGHTER,1
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.PEEKINGWITHINSTRUMENT,2
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.RESISTINGARREST,2
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,15
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.SEXUALASSAULT,113
OCSD.RobinsonRanch.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,2
OCSD.RobinsonRanch.DISTURBANCE,
OCSD.RobinsonRanch.DISTURBANCE.DISTURBANCE,10
OCSD.RobinsonRanch.DISTURBANCE.LOITERINGONPRIVATEPROPERTTY,2
OCSD.RobinsonRanch.DISTURBANCE.PEEKINGWHILELOITERING,1
OCSD.RobinsonRanch.DISTURBANCE.TRESPASSING,24
OCSD.RobinsonRanch.DISTURBANCE.URINATINGINPUBLIC,1
OCSD.RobinsonRanch.DRUGS/INTOXICATION,
OCSD.RobinsonRanch.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,99
OCSD.RobinsonRanch.DRUGS/INTOXICATION.DRUNKINPUBLIC,11
OCSD.RobinsonRanch.DRUGS/INTOXICATION.NARCOTICVIOLATION,38
OCSD.RobinsonRanch.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,34
OCSD.RobinsonRanch.DRUGS/INTOXICATION.OpenContainer,7
OCSD.RobinsonRanch.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,2
OCSD.RobinsonRanch.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,5
OCSD.RobinsonRanch.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,16
OCSD.RobinsonRanch.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,76
OCSD.RobinsonRanch.DRUGS/INTOXICATION.PossessionofMethamphetamine,34
OCSD.RobinsonRanch.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,8
OCSD.RobinsonRanch.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,2
OCSD.RobinsonRanch.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,2
OCSD.RobinsonRanch.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,5
OCSD.RobinsonRanch.PROPERTYDAMAGE,
OCSD.RobinsonRanch.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,1
OCSD.RobinsonRanch.PROPERTYDAMAGE.VANDALISMINPROGRESS,219
OCSD.RobinsonRanch.THEFT/BURGLARY,
OCSD.RobinsonRanch.THEFT/BURGLARY.BURGLARYINPROGRESS,47
OCSD.RobinsonRanch.THEFT/BURGLARY.CHECKFRAUD,4
OCSD.RobinsonRanch.THEFT/BURGLARY.COUNTERFITGOODS,2
OCSD.RobinsonRanch.THEFT/BURGLARY.CRIMINALPROFITTEERING,2
OCSD.RobinsonRanch.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,1
OCSD.RobinsonRanch.THEFT/BURGLARY.ForgeryandCounterfeiting,1
OCSD.RobinsonRanch.THEFT/BURGLARY.FORGERYINPROGRESS,4
OCSD.RobinsonRanch.THEFT/BURGLARY.GRANDTHEFT,107
OCSD.RobinsonRanch.THEFT/BURGLARY.IDTHEFT,38
OCSD.RobinsonRanch.THEFT/BURGLARY.PETTYTHEFT,10
OCSD.RobinsonRanch.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,3
OCSD.RobinsonRanch.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,13
OCSD.RobinsonRanch.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,6
OCSD.RobinsonRanch.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,35
OCSD.RobinsonRanch.THREATSAGAINSTPERSONS,
OCSD.RobinsonRanch.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,14
OCSD.RobinsonRanch.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,5
OCSD.RobinsonRanch.THREATSAGAINSTPERSONS.TERRORISTTHREATS,28
OCSD.SanClemente,
OCSD.SanClemente.CRIMESAGAINSTPERSONS,
OCSD.SanClemente.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,3
OCSD.SanClemente.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,7
OCSD.SanClemente.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,56
OCSD.SanClemente.CRIMESAGAINSTPERSONS.Assault/Battery,140
OCSD.SanClemente.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,9
OCSD.SanClemente.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,8
OCSD.SanClemente.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,15
OCSD.SanClemente.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,281
OCSD.SanClemente.CRIMESAGAINSTPERSONS.ELDERLYABUSE,8
OCSD.SanClemente.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,15
OCSD.SanClemente.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,11
OCSD.SanClemente.CRIMESAGAINSTPERSONS.KIDNAPPING,4
OCSD.SanClemente.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,16
OCSD.SanClemente.CRIMESAGAINSTPERSONS.MetalKnuckles,5
OCSD.SanClemente.CRIMESAGAINSTPERSONS.PEEKINGWITHINSTRUMENT,2
OCSD.SanClemente.CRIMESAGAINSTPERSONS.POSSESSIONOFCHILDPORNOGRAPHY,4
OCSD.SanClemente.CRIMESAGAINSTPERSONS.RESISTINGARREST,25
OCSD.SanClemente.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,34
OCSD.SanClemente.CRIMESAGAINSTPERSONS.SEXUALASSAULT,190
OCSD.SanClemente.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,4
OCSD.SanClemente.DISTURBANCE,
OCSD.SanClemente.DISTURBANCE.BEGGINGORSOLICITINGINPUBLIC,4
OCSD.SanClemente.DISTURBANCE.DISTURBANCE,17
OCSD.SanClemente.DISTURBANCE.lewdCONDUCT,3
OCSD.SanClemente.DISTURBANCE.LOITERINGONPRIVATEPROPERTTY,9
OCSD.SanClemente.DISTURBANCE.PUBLICNUISANCE,19
OCSD.SanClemente.DISTURBANCE.RAILROADTRESSPASSING,1
OCSD.SanClemente.DISTURBANCE.TRESPASSING,147
OCSD.SanClemente.DISTURBANCE.URINATINGINPUBLIC,2
OCSD.SanClemente.DRUGS/INTOXICATION,
OCSD.SanClemente.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,227
OCSD.SanClemente.DRUGS/INTOXICATION.DRUNKINPUBLIC,59
OCSD.SanClemente.DRUGS/INTOXICATION.NARCOTICVIOLATION,244
OCSD.SanClemente.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,148
OCSD.SanClemente.DRUGS/INTOXICATION.OpenContainer,33
OCSD.SanClemente.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,25
OCSD.SanClemente.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,43
OCSD.SanClemente.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,33
OCSD.SanClemente.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,646
OCSD.SanClemente.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,3
OCSD.SanClemente.DRUGS/INTOXICATION.PossessionofMethamphetamine,369
OCSD.SanClemente.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,4
OCSD.SanClemente.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,29
OCSD.SanClemente.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,6
OCSD.SanClemente.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,8
OCSD.SanClemente.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,37
OCSD.SanClemente.PROPERTYDAMAGE,
OCSD.SanClemente.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,4
OCSD.SanClemente.PROPERTYDAMAGE.VANDALISMINPROGRESS,407
OCSD.SanClemente.RESISTINGARREST,
OCSD.SanClemente.RESISTINGARREST.RESISTINGARREST,9
OCSD.SanClemente.THEFT/BURGLARY,
OCSD.SanClemente.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,31
OCSD.SanClemente.THEFT/BURGLARY.BURGLARYINPROGRESS,213
OCSD.SanClemente.THEFT/BURGLARY.CHECKFRAUD,2
OCSD.SanClemente.THEFT/BURGLARY.COUNTERFITGOODS,1
OCSD.SanClemente.THEFT/BURGLARY.CRIMINALPROFITTEERING,15
OCSD.SanClemente.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,12
OCSD.SanClemente.THEFT/BURGLARY.ForgeryandCounterfeiting,3
OCSD.SanClemente.THEFT/BURGLARY.FORGERYINPROGRESS,10
OCSD.SanClemente.THEFT/BURGLARY.ForgingOrPossessingAFraudulentPublicSeal,1
OCSD.SanClemente.THEFT/BURGLARY.GRANDTHEFT,270
OCSD.SanClemente.THEFT/BURGLARY.IDTHEFT,348
OCSD.SanClemente.THEFT/BURGLARY.PETTYTHEFT,18
OCSD.SanClemente.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,23
OCSD.SanClemente.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,56
OCSD.SanClemente.THEFT/BURGLARY.STOLENVEHICLE,4
OCSD.SanClemente.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,22
OCSD.SanClemente.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,177
OCSD.SanClemente.THREATSAGAINSTPERSONS,
OCSD.SanClemente.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,30
OCSD.SanClemente.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,10
OCSD.SanClemente.THREATSAGAINSTPERSONS.TERRORISTTHREATS,42
OCSD.SanJuanCapitstrano,
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS,
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,2
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,13
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,65
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.Assault/Battery,105
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,17
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,1
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,30
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,253
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.ELDERLYABUSE,9
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,9
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.HOMICIDE,1
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,15
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.KIDNAPPING,1
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,29
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.MANSLAUGHTER,1
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.MetalKnuckles,6
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.RESISTINGARREST,22
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,29
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.SEXUALASSAULT,122
OCSD.SanJuanCapitstrano.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,2
OCSD.SanJuanCapitstrano.DISTURBANCE,
OCSD.SanJuanCapitstrano.DISTURBANCE.DISTURBANCE,23
OCSD.SanJuanCapitstrano.DISTURBANCE.lewdCONDUCT,2
OCSD.SanJuanCapitstrano.DISTURBANCE.LOITERINGONPRIVATEPROPERTTY,6
OCSD.SanJuanCapitstrano.DISTURBANCE.PEEKINGWHILELOITERING,1
OCSD.SanJuanCapitstrano.DISTURBANCE.RAILROADTRESSPASSING,12
OCSD.SanJuanCapitstrano.DISTURBANCE.TRESPASSING,62
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION,
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,56
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.DRUNKINPUBLIC,46
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.NARCOTICVIOLATION,194
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,119
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.OpenContainer,33
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,7
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,34
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,32
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,646
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,6
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.PossessionofMethamphetamine,352
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,4
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,34
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,1
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,21
OCSD.SanJuanCapitstrano.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,14
OCSD.SanJuanCapitstrano.PROPERTYDAMAGE,
OCSD.SanJuanCapitstrano.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,2
