id,value
OCSD.LagunaHills.DRUGS/INTOXICATION.DRUNKINPUBLIC,25
OCSD.LagunaHills.DRUGS/INTOXICATION.NARCOTICVIOLATION,73
OCSD.LagunaHills.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,45
OCSD.LagunaHills.DRUGS/INTOXICATION.OpenContainer,4
OCSD.LagunaHills.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,10
OCSD.LagunaHills.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,22
OCSD.LagunaHills.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,17
OCSD.LagunaHills.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,173
OCSD.LagunaHills.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,1
OCSD.LagunaHills.DRUGS/INTOXICATION.PossessionofMethamphetamine,117
OCSD.LagunaHills.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,1
OCSD.LagunaHills.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,11
OCSD.LagunaHills.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,4
OCSD.LagunaHills.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,3
OCSD.LagunaHills.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,11
OCSD.LagunaHills.PROPERTYDAMAGE,
OCSD.LagunaHills.PROPERTYDAMAGE.VANDALISMINPROGRESS,185
OCSD.LagunaHills.RESISTINGARREST,
OCSD.LagunaHills.RESISTINGARREST.RESISTINGARREST,3
OCSD.LagunaHills.THEFT/BURGLARY,
OCSD.LagunaHills.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,10
OCSD.LagunaHills.THEFT/BURGLARY.BURGLARYINPROGRESS,117
OCSD.LagunaHills.THEFT/BURGLARY.CHECKFRAUD,1
OCSD.LagunaHills.THEFT/BURGLARY.COUNTERFITGOODS,2
OCSD.LagunaHills.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,3
OCSD.LagunaHills.THEFT/BURGLARY.FORGERY,1
OCSD.LagunaHills.THEFT/BURGLARY.FORGERYINPROGRESS,9
OCSD.LagunaHills.THEFT/BURGLARY.ForgingOrPossessingAFraudulentPublicSeal,1
OCSD.LagunaHills.THEFT/BURGLARY.GRANDTHEFT,144
OCSD.LagunaHills.THEFT/BURGLARY.IDTHEFT,57
OCSD.LagunaHills.THEFT/BURGLARY.PETTYTHEFT,5
OCSD.LagunaHills.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,13
OCSD.LagunaHills.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,22
OCSD.LagunaHills.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,15
OCSD.LagunaHills.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,113
OCSD.LagunaHills.THREATSAGAINSTPERSONS,
OCSD.LagunaHills.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,8
OCSD.LagunaHills.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,9
OCSD.LagunaHills.THREATSAGAINSTPERSONS.TERRORISTTHREATS,18
OCSD.LagunaNiguel,
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS,
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,3
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,1
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,31
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.Assault/Battery,96
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,3
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,5
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,7
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,297
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.ELDERLYABUSE,8
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,23
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.HOMICIDE,3
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,4
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.KIDNAPPING,4
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,10
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.MANSLAUGHTER,1
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.MetalKnuckles,6
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.PEEKINGWITHINSTRUMENT,1
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.RESISTINGARREST,36
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,32
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.SEXUALASSAULT,139
OCSD.LagunaNiguel.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,1
OCSD.LagunaNiguel.DISTURBANCE,
OCSD.LagunaNiguel.DISTURBANCE.DISTURBANCE,23
OCSD.LagunaNiguel.DISTURBANCE.PEEKINGWHILELOITERING,1
OCSD.LagunaNiguel.DISTURBANCE.RAILROADTRESSPASSING,1
OCSD.LagunaNiguel.DISTURBANCE.TRESPASSING,43
OCSD.LagunaNiguel.DRUGS/INTOXICATION,
OCSD.LagunaNiguel.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,180
OCSD.LagunaNiguel.DRUGS/INTOXICATION.DRUNKINPUBLIC,58
OCSD.LagunaNiguel.DRUGS/INTOXICATION.NARCOTICVIOLATION,115
OCSD.LagunaNiguel.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,50
OCSD.LagunaNiguel.DRUGS/INTOXICATION.OpenContainer,14
OCSD.LagunaNiguel.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,18
OCSD.LagunaNiguel.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,37
OCSD.LagunaNiguel.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,15
OCSD.LagunaNiguel.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,235
OCSD.LagunaNiguel.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,7
OCSD.LagunaNiguel.DRUGS/INTOXICATION.PossessionofMethamphetamine,136
OCSD.LagunaNiguel.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,16
OCSD.LagunaNiguel.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,15
OCSD.LagunaNiguel.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,3
OCSD.LagunaNiguel.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,6
OCSD.LagunaNiguel.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,17
OCSD.LagunaNiguel.PROPERTYDAMAGE,
OCSD.LagunaNiguel.PROPERTYDAMAGE.VANDALISMINPROGRESS,280
OCSD.LagunaNiguel.RESISTINGARREST,
OCSD.LagunaNiguel.RESISTINGARREST.RESISTINGARREST,2
OCSD.LagunaNiguel.THEFT/BURGLARY,
OCSD.LagunaNiguel.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,10
OCSD.LagunaNiguel.THEFT/BURGLARY.BURGLARYINPROGRESS,152
OCSD.LagunaNiguel.THEFT/BURGLARY.CHECKFRAUD,6
OCSD.LagunaNiguel.THEFT/BURGLARY.COUNTERFITGOODS,2
OCSD.LagunaNiguel.THEFT/BURGLARY.CRIMINALPROFITTEERING,1
OCSD.LagunaNiguel.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,7
OCSD.LagunaNiguel.THEFT/BURGLARY.ForgeryandCounterfeiting,3
OCSD.LagunaNiguel.THEFT/BURGLARY.FORGERYINPROGRESS,11
OCSD.LagunaNiguel.THEFT/BURGLARY.GRANDTHEFT,198
OCSD.LagunaNiguel.THEFT/BURGLARY.IDTHEFT,97
OCSD.LagunaNiguel.THEFT/BURGLARY.PETTYTHEFT,19
OCSD.LagunaNiguel.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,15
OCSD.LagunaNiguel.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,22
OCSD.LagunaNiguel.THEFT/BURGLARY.STOLENVEHICLE,3
OCSD.LagunaNiguel.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,19
OCSD.LagunaNiguel.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,135
OCSD.LagunaNiguel.THREATSAGAINSTPERSONS,
OCSD.LagunaNiguel.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,12
OCSD.LagunaNiguel.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,4
OCSD.LagunaNiguel.THREATSAGAINSTPERSONS.TERRORISTTHREATS,33
OCSD.LagunaWoods,
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS,
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,4
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.Assault/Battery,19
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,1
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,35
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.ELDERLYABUSE,9
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,2
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,3
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.KIDNAPPING,1
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,1
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,4
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.SEXUALASSAULT,14
OCSD.LagunaWoods.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,1
OCSD.LagunaWoods.DISTURBANCE,
OCSD.LagunaWoods.DISTURBANCE.DISTURBANCE,2
OCSD.LagunaWoods.DISTURBANCE.LOITERINGONPRIVATEPROPERTTY,1
OCSD.LagunaWoods.DISTURBANCE.TRESPASSING,12
OCSD.LagunaWoods.DRUGS/INTOXICATION,
OCSD.LagunaWoods.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,16
OCSD.LagunaWoods.DRUGS/INTOXICATION.NARCOTICVIOLATION,4
OCSD.LagunaWoods.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,1
OCSD.LagunaWoods.DRUGS/INTOXICATION.OpenContainer,2
OCSD.LagunaWoods.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,1
OCSD.LagunaWoods.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,2
OCSD.LagunaWoods.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,18
OCSD.LagunaWoods.DRUGS/INTOXICATION.PossessionofMethamphetamine,11
OCSD.LagunaWoods.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,2
OCSD.LagunaWoods.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,1
OCSD.LagunaWoods.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,1
OCSD.LagunaWoods.PROPERTYDAMAGE,
OCSD.LagunaWoods.PROPERTYDAMAGE.VANDALISMINPROGRESS,38
OCSD.LagunaWoods.THEFT/BURGLARY,
OCSD.LagunaWoods.THEFT/BURGLARY.BURGLARYINPROGRESS,27
OCSD.LagunaWoods.THEFT/BURGLARY.CHECKFRAUD,2
OCSD.LagunaWoods.THEFT/BURGLARY.FORGERYINPROGRESS,2
OCSD.LagunaWoods.THEFT/BURGLARY.GRANDTHEFT,57
OCSD.LagunaWoods.THEFT/BURGLARY.IDTHEFT,13
OCSD.LagunaWoods.THEFT/BURGLARY.PETTYTHEFT,5
OCSD.LagunaWoods.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,8
OCSD.LagunaWoods.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,1
OCSD.LagunaWoods.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,18
OCSD.LagunaWoods.THREATSAGAINSTPERSONS,
OCSD.LagunaWoods.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,1
OCSD.LagunaWoods.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,1
OCSD.LagunaWoods.THREATSAGAINSTPERSONS.TERRORISTTHREATS,3
OCSD.LakeForest,
OCSD.LakeForest.CRIMESAGAINSTPERSONS,
OCSD.LakeForest.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,2
OCSD.LakeForest.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,17
OCSD.LakeForest.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,90
OCSD.LakeForest.CRIMESAGAINSTPERSONS.Assault/Battery,143
OCSD.LakeForest.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,8
OCSD.LakeForest.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,4
OCSD.LakeForest.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,45
OCSD.LakeForest.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,381
OCSD.LakeForest.CRIMESAGAINSTPERSONS.ELDERLYABUSE,9
OCSD.LakeForest.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,25
OCSD.LakeForest.CRIMESAGAINSTPERSONS.HOMICIDE,1
OCSD.LakeForest.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,5
OCSD.LakeForest.CRIMESAGAINSTPERSONS.KIDNAPPING,8
OCSD.LakeForest.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,26
OCSD.LakeForest.CRIMESAGAINSTPERSONS.MANSLAUGHTER,1
OCSD.LakeForest.CRIMESAGAINSTPERSONS.MetalKnuckles,15
OCSD.LakeForest.CRIMESAGAINSTPERSONS.PEEKINGWITHINSTRUMENT,1
OCSD.LakeForest.CRIMESAGAINSTPERSONS.RESISTINGARREST,31
OCSD.LakeForest.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,44
OCSD.LakeForest.CRIMESAGAINSTPERSONS.SEXUALASSAULT,215
OCSD.LakeForest.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,3
OCSD.LakeForest.DISTURBANCE,
OCSD.LakeForest.DISTURBANCE.DISORDERLYCONDUCT-PROSTITUTION,1
OCSD.LakeForest.DISTURBANCE.DISTURBANCE,9
OCSD.LakeForest.DISTURBANCE.lewdCONDUCT,3
OCSD.LakeForest.DISTURBANCE.LOITERINGONPRIVATEPROPERTTY,10
OCSD.LakeForest.DISTURBANCE.PEEKINGWHILELOITERING,1
OCSD.LakeForest.DISTURBANCE.PUBLICNUISANCE,1
OCSD.LakeForest.DISTURBANCE.RAILROADTRESSPASSING,2
OCSD.LakeForest.DISTURBANCE.TRESPASSING,68
OCSD.LakeForest.DISTURBANCE.URINATINGINPUBLIC,1
OCSD.LakeForest.DRUGS/INTOXICATION,
OCSD.LakeForest.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,226
OCSD.LakeForest.DRUGS/INTOXICATION.DRUNKINPUBLIC,97
OCSD.LakeForest.DRUGS/INTOXICATION.NARCOTICVIOLATION,319
OCSD.LakeForest.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,115
OCSD.LakeForest.DRUGS/INTOXICATION.OpenContainer,46
OCSD.LakeForest.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,44
OCSD.LakeForest.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,83
OCSD.LakeForest.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,63
OCSD.LakeForest.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,841
OCSD.LakeForest.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,11
OCSD.LakeForest.DRUGS/INTOXICATION.PossessionofMethamphetamine,601
OCSD.LakeForest.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,17
OCSD.LakeForest.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,63
OCSD.LakeForest.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,11
OCSD.LakeForest.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,14
OCSD.LakeForest.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,82
OCSD.LakeForest.PROPERTYDAMAGE,
OCSD.LakeForest.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,1
OCSD.LakeForest.PROPERTYDAMAGE.VANDALISMINPROGRESS,473
OCSD.LakeForest.RESISTINGARREST,
OCSD.LakeForest.RESISTINGARREST.RESISTINGARREST,13
OCSD.LakeForest.THEFT/BURGLARY,
OCSD.LakeForest.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,42
OCSD.LakeForest.THEFT/BURGLARY.BREAKINGINTOUNINHABITEDHOME,1
OCSD.LakeForest.THEFT/BURGLARY.BURGLARYINPROGRESS,115
OCSD.LakeForest.THEFT/BURGLARY.CHECKFRAUD,22
OCSD.LakeForest.THEFT/BURGLARY.COUNTERFITGOODS,1
OCSD.LakeForest.THEFT/BURGLARY.CRIMINALPROFITTEERING,7
OCSD.LakeForest.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,9
OCSD.LakeForest.THEFT/BURGLARY.ForgeryandCounterfeiting,8
OCSD.LakeForest.THEFT/BURGLARY.FORGERYINPROGRESS,30
OCSD.LakeForest.THEFT/BURGLARY.ForgingOrPossessingAFraudulentPublicSeal,9
OCSD.LakeForest.THEFT/BURGLARY.GRANDTHEFT,276
OCSD.LakeForest.THEFT/BURGLARY.IDTHEFT,145
OCSD.LakeForest.THEFT/BURGLARY.PETTYTHEFT,18
OCSD.LakeForest.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,32
OCSD.LakeForest.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,66
OCSD.LakeForest.THEFT/BURGLARY.STOLENVEHICLE,8
OCSD.LakeForest.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,28
OCSD.LakeForest.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,209
OCSD.LakeForest.THREATSAGAINSTPERSONS,
OCSD.LakeForest.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,27
OCSD.LakeForest.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,10
OCSD.LakeForest.THREATSAGAINSTPERSONS.TERRORISTTHREATS,62
OCSD.LosFlores,
OCSD.LosFlores.CRIMESAGAINSTPERSONS,
OCSD.LosFlores.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,1
OCSD.LosFlores.CRIMESAGAINSTPERSONS.Assault/Battery,4
OCSD.LosFlores.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,2
OCSD.LosFlores.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,33
OCSD.LosFlores.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,1
OCSD.LosFlores.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,1
OCSD.LosFlores.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,2
OCSD.LosFlores.CRIMESAGAINSTPERSONS.SEXUALASSAULT,10
OCSD.LosFlores.DISTURBANCE,
OCSD.LosFlores.DISTURBANCE.TRESPASSING,2
OCSD.LosFlores.DRUGS/INTOXICATION,
OCSD.LosFlores.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,2
OCSD.LosFlores.DRUGS/INTOXICATION.DRUNKINPUBLIC,1
OCSD.LosFlores.DRUGS/INTOXICATION.NARCOTICVIOLATION,1
OCSD.LosFlores.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,6
OCSD.LosFlores.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,2
OCSD.LosFlores.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,2
OCSD.LosFlores.DRUGS/INTOXICATION.PossessionofMethamphetamine,2
OCSD.LosFlores.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,1
OCSD.LosFlores.PROPERTYDAMAGE,
OCSD.LosFlores.PROPERTYDAMAGE.VANDALISMINPROGRESS,14
OCSD.LosFlores.RESISTINGARREST,
OCSD.LosFlores.RESISTINGARREST.RESISTINGARREST,1
OCSD.LosFlores.THEFT/BURGLARY,
OCSD.LosFlores.THEFT/BURGLARY.BURGLARYINPROGRESS,1
OCSD.LosFlores.THEFT/BURGLARY.CHECKFRAUD,1
OCSD.LosFlores.THEFT/BURGLARY.GRANDTHEFT,10
OCSD.LosFlores.THEFT/BURGLARY.PETTYTHEFT,1
OCSD.LosFlores.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,4
OCSD.LosFlores.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,5
OCSD.LosFlores.THREATSAGAINSTPERSONS,
OCSD.LosFlores.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,3
OCSD.LosFlores.THREATSAGAINSTPERSONS.TERRORISTTHREATS,2
OCSD.MidwayCity,
OCSD.MidwayCity.CRIMESAGAINSTPERSONS,
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,1
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,1
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,10
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.Assault/Battery,17
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,3
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,6
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,71
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.ELDERLYABUSE,1
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,2
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.KIDNAPPING,2
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,2
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.RESISTINGARREST,4
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,6
OCSD.MidwayCity.CRIMESAGAINSTPERSONS.SEXUALASSAULT,30
OCSD.MidwayCity.DISTURBANCE,
OCSD.MidwayCity.DISTURBANCE.DISTURBANCE,2
OCSD.MidwayCity.DISTURBANCE.LOITERINGONPRIVATEPROPERTTY,3
OCSD.MidwayCity.DISTURBANCE.PEEKINGWHILELOITERING,2
OCSD.MidwayCity.DISTURBANCE.TRESPASSING,6
OCSD.MidwayCity.DRUGS/INTOXICATION,
OCSD.MidwayCity.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,2
OCSD.MidwayCity.DRUGS/INTOXICATION.NARCOTICVIOLATION,17
OCSD.MidwayCity.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,5
OCSD.MidwayCity.DRUGS/INTOXICATION.OpenContainer,2
OCSD.MidwayCity.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,4
OCSD.MidwayCity.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,3
OCSD.MidwayCity.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,3
OCSD.MidwayCity.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,97
OCSD.MidwayCity.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,3
OCSD.MidwayCity.DRUGS/INTOXICATION.PossessionofMethamphetamine,70
OCSD.MidwayCity.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,8
OCSD.MidwayCity.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,2
OCSD.MidwayCity.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,5
OCSD.MidwayCity.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,6
OCSD.MidwayCity.PROPERTYDAMAGE,
OCSD.MidwayCity.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,1
OCSD.MidwayCity.PROPERTYDAMAGE.VANDALISMINPROGRESS,51
OCSD.MidwayCity.RESISTINGARREST,
OCSD.MidwayCity.RESISTINGARREST.RESISTINGARREST,1
OCSD.MidwayCity.THEFT/BURGLARY,
OCSD.MidwayCity.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,1
OCSD.MidwayCity.THEFT/BURGLARY.BURGLARYINPROGRESS,3
OCSD.MidwayCity.THEFT/BURGLARY.CHECKFRAUD,1
OCSD.MidwayCity.THEFT/BURGLARY.CRIMINALPROFITTEERING,2
OCSD.MidwayCity.THEFT/BURGLARY.FORGERYINPROGRESS,5
OCSD.MidwayCity.THEFT/BURGLARY.GRANDTHEFT,19
OCSD.MidwayCity.THEFT/BURGLARY.IDTHEFT,8
OCSD.MidwayCity.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,5
OCSD.MidwayCity.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,7
OCSD.MidwayCity.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,8
OCSD.MidwayCity.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,66
OCSD.MidwayCity.THREATSAGAINSTPERSONS,
OCSD.MidwayCity.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,3
OCSD.MidwayCity.THREATSAGAINSTPERSONS.TERRORISTTHREATS,7
OCSD.MissionViejo,
OCSD.MissionViejo.CRIMESAGAINSTPERSONS,
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,1
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,11
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,48
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.Assault/Battery,164
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,6
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,1
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,10
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,430
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.ELDERLYABUSE,6
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,6
OCSD.MissionViejo.CRIMESAGAINSTPERSONS.HOMICIDE,1
